Date,AMBV,ODONT,VIVO,PETRO,BBRAS,BOVA
2015-01-02,16.020000457763672,9.369999885559082,37.81999969482422,9.359999656677246,22.649999618530273,47.2599983215332
2015-01-05,15.729999542236328,9.619999885559082,37.06999969482422,8.5600004196167,22.18000030517578,46.31999969482422
2015-01-06,16.329999923706055,9.550000190734863,36.150001525878906,8.279999732971191,22.489999771118164,46.58000183105469
2015-01-07,16.559999465942383,9.6899995803833,37.38999938964844,8.670000076293945,23.479999542236328,48.150001525878906
2015-01-08,16.540000915527344,9.65999984741211,38.90999984741211,9.229999542236328,23.559999465942383,48.5099983215332
2015-01-09,16.5,9.869999885559082,38.290000915527344,9.510000228881836,22.540000915527344,47.529998779296875
2015-01-12,16.709999084472656,9.800000190734863,38.349998474121094,8.84000015258789,22.149999618530273,46.83000183105469
2015-01-13,16.709999084472656,10.069999694824219,39.369998931884766,9.09000015258789,22.020000457763672,46.63999938964844
2015-01-14,16.760000228881836,9.949999809265137,39.810001373291016,8.90999984741211,22.18000030517578,46.47999954223633
2015-01-15,16.790000915527344,9.65999984741211,40.5,9.3100004196167,22.040000915527344,47.0
2015-01-16,16.90999984741211,10.100000381469727,41.29999923706055,9.4399995803833,22.299999237060547,47.599998474121094
2015-01-19,16.600000381469727,10.300000190734863,41.0,9.170000076293945,22.200000762939453,46.310001373291016
2015-01-20,16.899999618530273,10.510000228881836,41.9900016784668,9.3100004196167,22.100000381469727,46.52000045776367
2015-01-21,17.09000015258789,10.75,43.29999923706055,9.899999618530273,22.65999984741211,47.810001373291016
2015-01-22,17.280000686645508,10.350000381469727,42.900001525878906,10.229999542236328,22.850000381469727,48.119998931884766
2015-01-23,17.030000686645508,10.100000381469727,42.97999954223633,9.979999542236328,22.790000915527344,47.29999923706055
2015-01-26,16.989999771118164,10.149999618530273,41.970001220703125,9.829999923706055,22.530000686645508,47.189998626708984
2015-01-27,16.959999084472656,10.300000190734863,41.400001525878906,10.140000343322754,23.0,47.34000015258789
2015-01-28,17.030000686645508,10.399999618530273,42.34000015258789,9.109999656677246,22.010000228881836,46.33000183105469
2015-01-29,17.65999984741211,10.380000114440918,41.7599983215332,8.670000076293945,21.549999237060547,46.380001068115234
2015-01-30,17.690000534057617,10.350000381469727,41.0,8.300000190734863,20.65999984741211,45.61000061035156
2015-02-02,17.489999771118164,10.520000457763672,41.47999954223633,8.789999961853027,20.200000762939453,46.27000045776367
2015-02-03,17.549999237060547,10.550000190734863,42.470001220703125,9.970000267028809,20.850000381469727,47.63999938964844
2015-02-04,17.34000015258789,10.640000343322754,42.79999923706055,10.020000457763672,22.299999237060547,47.77000045776367
2015-02-05,17.739999771118164,10.600000381469727,43.4900016784668,9.829999923706055,22.790000915527344,47.880001068115234
2015-02-06,17.90999984741211,10.640000343322754,42.529998779296875,9.119999885559082,21.899999618530273,47.29999923706055
2015-02-09,18.170000076293945,10.40999984741211,41.5,9.399999618530273,22.459999084472656,47.91999816894531
2015-02-10,18.040000915527344,10.25,42.54999923706055,8.90999984741211,21.709999084472656,47.15999984741211
2015-02-11,18.040000915527344,10.0,40.959999084472656,9.079999923706055,21.950000762939453,46.95000076293945
2015-02-12,18.09000015258789,10.050000190734863,43.0,9.449999809265137,23.110000610351562,48.130001068115234
2015-02-13,18.0,10.0,43.88999938964844,10.029999732971191,24.600000381469727,49.38999938964844
2015-02-18,18.200000762939453,10.109999656677246,44.5,10.039999961853027,23.950000762939453,49.90999984741211
2015-02-19,18.229999542236328,10.149999618530273,43.7400016784668,9.710000038146973,24.350000381469727,49.79999923706055
2015-02-20,18.170000076293945,10.109999656677246,43.5,9.640000343322754,23.969999313354492,49.84000015258789
2015-02-23,18.479999542236328,10.100000381469727,43.18000030517578,9.5,23.8799991607666,49.79999923706055
